53.537314,-113.494627
53.538128,-113.493254
53.538942,-113.491881
53.539756,-113.490508
53.540570,-113.489135
53.541384,-113.487762
53.542198,-113.486389
53.543012,-113.485016
53.543826,-113.483643
53.544640,-113.482270
53.545454,-113.480897
53.546268,-113.479524
53.547082,-113.478151
53.547896,-113.476778
53.548710,-113.475405
53.549524,-113.474032
53.550338,-113.472659
53.551152,-113.471286
53.551966,-113.469913
53.552780,-113.468540
53.553594,-113.467167
53.554408,-113.465794
53.555222,-113.464421
53.556036,-113.463048
53.556850,-113.461675
53.557664,-113.460302
53.558478,-113.458929
53.559292,-113.457556
53.560106,-113.456183
53.560920,-113.454810
53.561734,-113.453437
53.562548,-113.452064
53.563362,-113.450691
53.564176,-113.449318
53.564990,-113.447945
53.565804,-113.446572
53.566618,-113.445199
53.567432,-113.443826
53.568246,-113.442453
53.569060,-113.441080
53.569874,-113.439707
53.570688,-113.438334
53.571502,-113.436961
53.572316,-113.435588
53.573130,-113.434215
53.573944,-113.432842
53.574758,-113.431469
53.575572,-113.430096
53.576386,-113.428723
53.577200,-113.427350
53.578014,-113.425977
53.578828,-113.424604
53.579642,-113.423231
53.580456,-113.421858
53.581270,-113.420485
53.582084,-113.419112
53.582898,-113.417739
53.583712,-113.416366
53.584526,-113.414993
53.585340,-113.413620
53.586154,-113.412247
53.586968,-113.410874
53.587782,-113.409501
53.588596,-113.408128
53.589410,-113.406755
53.590224,-113.405382
53.591038,-113.404009
53.591852,-113.402636
53.592666,-113.401263
53.593480,-113.399890
53.594294,-113.398517
53.595108,-113.397144
53.595922,-113.395771
53.596736,-113.394398
53.597550,-113.393025
53.598364,-113.391652
53.599178,-113.390279
53.599992,-113.388906
53.600806,-113.387533
53.601620,-113.386160
53.602434,-113.384787
53.603248,-113.383414
53.604062,-113.382041
53.604876,-113.380668
53.605690,-113.379295
53.606504,-113.377922
53.607318,-113.376549
53.608132,-113.375176
53.608946,-113.373803
53.609760,-113.372430
53.610574,-113.371057
53.611388,-113.369684
53.612202,-113.368311
53.613016,-113.366938
53.613830,-113.365565
53.614644,-113.364192
53.615458,-113.362819
53.616272,-113.361446
53.617086,-113.360073
53.617900,-113.358700
53.618714,-113.357327
53.619528,-113.355954
53.620342,-113.354581
53.621156,-113.353208
53.621970,-113.351835
53.622784,-113.350462
53.623598,-113.349089
53.624412,-113.347716
53.625226,-113.346343
53.626040,-113.344970
53.626854,-113.343597
53.627668,-113.342224
53.628482,-113.340851
53.629296,-113.339478
53.630110,-113.338105
53.630924,-113.336732
53.631738,-113.335359
53.632552,-113.333986
53.633366,-113.332613
53.634180,-113.331240
53.634994,-113.329867
53.635808,-113.328494
53.636622,-113.327121
